Brand,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l
American Brands,,Classic Car Investments,service,United States,Scottsdale,"7360 E Acoma Dr, Scottsdale, AZ 85260, USA",SCF,Scottsdale,"2,793","8,774",950,"1,843",376
American Brands,,Classic Car Liquidators LLC,service,United States,Houston,"4515 West Houston Street, Sherman, TX 75092, USA",EFD,Houston,"2,387","7,745",814,"1,573",322
American Brands,,Classic Car Pal,service,United States,Scottsdale,"8310 E Charter Oak Dr, Scottsdale, AZ 85260, USA",SCF,Scottsdale,"2,793","8,774",950,"1,843",376
American Brands,,Classic Car Studio,service,United Kingdom,Brentwood,"1002 Hanley Industrial Ct, Brentwood, MO 63144, USA",HWD,Hayward,"2,946","9,160","1,001","1,945",396
American Brands,,Classic Cars of South Carolina,service,,,"2424 S Frontage Rd, Gray Court, SC 29645, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Classic Cars Rippstein GmbH,service,Switzerland,Zürich,"Römerweg 1C, 5028 Ueken, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
American Brands,,Classic Cars Tilburg,service,Netherlands,Zwolle,"Kapitein Nemostraat 60, 5015 AM Tilburg, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,Classic Custom Imports,service,Australia,Whyalla,"107 Northern Rd, Heidelberg West VIC 3081, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
American Brands,,Classic Industries,spare parts,United States,Huntington,"18460 Gothard St #1229, Huntington Beach, CA 92648, USA",HTS,Huntington,"1,825","6,253",626,"1,199",248
American Brands,,Classic n Chrome,service,Germany,Zwickau,"An der Bahn 2, 26349 Jaderberg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Classic Performance,service,Canada,Abbotsford,"27 40 Ave NE, Calgary, AB T2E 6L1, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
American Brands,,Classic Performance Products,spare parts,United States,Placentia,"378 E Orangethorpe Ave, Placentia, CA 92870, USA",PMF,Parma,492,"1,794",183,309,72
American Brands,,Classic Rides and Rods,service,,,"220 Poplar Lane South, Annandale, MN 55302, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,ClassicCar-Frei,service,Switzerland,Zürich,"Bachstrasse 11, 8104 Weiningen, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
American Brands,,Classics n Chrome,service,Germany,Zwickau,"An der Bahn 2, Jaderberg 26349 Jade, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Classics Reloaded Handels GmbH,service,Austria,Wolfsberg,"Mathilde Beyerknecht-Straße 1, St. Pölten, 3100 Sankt Pölten, Austria",VCE,Venice,503,"1,964",185,318,73
American Brands,,Coast Motor Co,service,,,"1611 18th Ave Dr E, Palmetto, FL 34221, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Conquest Classic Cars,service,United States,Greeley,"3805 W 10th St, Greeley, CO 80634, USA",GXY,Greeley,"2,408","7,798",821,"1,587",325
American Brands,,Cool Cars,service,United States,Pompano Beach,"500 S Dixie Hwy E, Pompano Beach, FL 33060, USA",PPM,Pompano Beach,"1,984","6,695",679,"1,304",269
American Brands,,Cool Classic Rides,service,United States,Sherwood,"15114 SW Arrow St, Sherwood, OR 97140, USA",LIT,Little Rock,"2,175","7,207",743,"1,432",294
American Brands,,Cotton Warehouse Classic Cars,service,,,"552 Highway 6 West, Batesville, MS 38606, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Country Classic Cars,service,,,"2149 E Frontage Rd, Staunton, IL 62088, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Coyote Classics,service,,,"North 1st Street, Greene, IA 50636, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Cruisin Classics,service,United States,Columbus,"3575 Fisher Road, Columbus, OH 43228, USA",CLU,Columbus,"1,907","6,481",654,"1,253",259
American Brands,,Cruz’n Motors – Classics,service,,,"3006 U.S. 71, Spirit Lake, IA 51360, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,D.G. Tomassen Classic Cars,service,Netherlands,Zwolle,"Noorderdiep 384, 7876 CT Valthermond, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,D&D Classic Cars,service,,,"61804 Buskirk Lane, Salesville, OH 43778, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Daddy Cool Cars,service,Netherlands,Zwolle,"Radeweg 10B, 8171 MD Vaassen, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,Dan’s Old Cars,service,,,"58994 County Rd 40, Parkers Prairie, MN 56361, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Dave’s Classics,service,United States,Fargo,"101 40th St S, Fargo, ND 58103, USA",FAR,Fargo,"2,051","6,884",702,"1,349",278
American Brands,,David T’s Camaro & Firebird,service,Canada,Abbotsford,"10611 201st Street Northwest, Edmonton, AB T5S 1Y8, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
American Brands,,DGMC Parts,spare parts,France,Yerres,"4 Route de Muzillac, 56190 Billiers, France",AVO,Avon,"1,998","6,735",684,"1,314",271
American Brands,,"Diversion Motors, LLC",service,United States,Manitowoc,"4402 Custer St, Manitowoc, WI 54220, USA",MTW,Manitowoc,"1,869","6,376",641,"1,228",254
American Brands,,Doc Stinger’s Mopar Garage,service,Austria,Wolfsberg,"Grazer Vorstadt 120a, 8570 Voitsberg, Austria",VCE,Venice,503,"1,964",185,318,73
American Brands,,Don Nicholls Dream Machines,service,Canada,Abbotsford,"5625 Gateway Blvd NW, Edmonton, AB T6H 2H3, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
American Brands,,Drager’s Classics,service,Canada,Burlington,"1645 Walton Drive, Burlington, WA 98233, USA",BRL,Burlington,"2,019","6,793",691,"1,328",273
American Brands,,Dream Cars,service,Canada,Surrey,"82 Holmethorpe Avenue, Redhill, Surrey RH1 2NL, UK",TMZ,Walton-on-Thames,"8,091","19,638","2,724","5,367","1,077"
American Brands,,Dream Cruise Classics,service,United States,Clinton,"44750 Macomb Industrial Drive, Clinton Township, MI 48036, USA",CTZ,Clinton,"1,761","6,075",605,"1,156",239
American Brands,,Dreamers Rods & Pickups NW,spare parts,Ghana,Wa,"5701 Evergreen Way, Everett, WA 98203, USA",WZA,Wa,,,,,
American Brands,,DT Auto Brokers,service,Spain,Salt,"3572 South 1950 West, Salt Lake City, UT 84119, USA",SLX,Salt,"1,798","6,177",617,"1,181",244
American Brands,,Duclos Toystore,service,Canada,Abbotsford,"1700 Boulevard le Corbusier, Laval, QC H7S 2K1, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
American Brands,,Duffy’s Classic Cars,service,United States,Cedar Rapids,"250 Classic Car Ct SW, Cedar Rapids, IA 52404, USA",CID,Cedar Rapids,"2,014","6,779",690,"1,324",273
American Brands,,Dynamic Motorsports,service,,,"401 North Carroll Avenue, Southlake, TX 76092, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,"Early Ford V-8 Sales, Inc.",spare parts,,,"101 Hollow Dr, Piedmont, SC 29673, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Earth MotorCars,service,United States,Carrollton,"3216 Kellway Dr, Carrollton, TX 75006, USA",DAL,Dallas,"2,362","7,680",806,"1,556",319
American Brands,,East Coast Classic Cars,service,United States,Cornelius,"325 E Cornelius Harnett Blvd, Lillington, NC 27546, USA",QWG,Charlotte,"1,833","6,276",629,"1,204",249
American Brands,,Ellingson Motorcars,service,United States,Rogers,"20950 Rogers Drive, Rogers, MN 55374, USA",ROG,Rogers,"2,197","7,262",751,"1,446",297
American Brands,,Epaca B.V.,service,Netherlands,Zwolle,"Nieuwe Bredase Baan 18C, 4825 BP Breda, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,"Fast Lane Classic Cars, Inc",service,United States,Saint Charles,"427 Little Hills Industrial Boulevard, Saint Charles, MO 63301, USA",CWF,Saint Charles,,,,,
American Brands,,Fast’n Classic SAS,service,France,Yerres,"3522 D7N Le Pilon d'Agel, 13550 Noves, France",AVO,Avon,"1,998","6,735",684,"1,314",271
American Brands,,Fleming’s Ultimate Garage,service,United States,Rockville,"660 Lofstrand Ln, Rockville, MD 20850, USA",PKE,Takoma Park,"7,253","17,960","2,443","4,810",966
American Brands,,Flintholm Cars,service,Denmark,Viborg,"Avnhøjvej 2, 6600 Vejen, Denmark",BRE,Bremen,578,"2,148",211,368,83
American Brands,,Frank’s Car Barn,service,United States,Houston,"8915 Jackrabbit Rd, Houston, TX 77095, USA",EFD,Houston,"2,387","7,745",814,"1,573",322
American Brands,,Fusick Automotive Products Inc.,spare parts,Canada,Windsor,"21 Thompson Road, East Windsor, CT 06088, USA",YQG,Windsor,"1,773","6,108",609,"1,164",241
American Brands,,Future Classics,service,United States,Lakewood,"1200 Ocean Ave, Lakewood, NJ 08701, USA",APA,Denver,"2,433","7,862",830,"1,603",328
American Brands,,Garage Hot Antique,service,Canada,Abbotsford,"855 Boulevard des Laurentides, Saint-Jérôme, QC J7Z 4M9, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
American Brands,,Garage Kept Motors LLC,service,United States,Grand Rapids,"420 36th St SE, Grand Rapids, MI 49548, USA",GPZ,Grand Rapids,"1,966","6,645",673,"1,292",266
American Brands,,Garage Schmidli Züri,service,Switzerland,Zürich,"Grubenstrasse 32, 8045 Zürich, Switzerland",ZRH,Zürich,427,"1,770",158,269,45
American Brands,,Gary Miller’s Classic Auto,service,United States,El Paso,"100 Classic Auto Lane, El Paso, IL 61738, USA",BIF,El Paso,"1,878","6,402",644,"1,234",255
American Brands,,Gatran Garage,service,Germany,Zwickau,"Siemensstraße 7, 71299 Wimsheim, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Gem City Classic Cars,service,,,"3042 East River Road, Moraine, OH 45439, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Glen Weeks Classic Cars,service,United States,Frankfort,"14296 IL-149, West Frankfort, IL 62896, USA",FFT,Frankfort,"1,895","6,447",650,"1,245",257
American Brands,,GM Down Under,service,Australia,Whyalla,"11 Armitage Street, Woorim QLD 4507, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
American Brands,,Golden Classics of Clearwater Florida,service,United States,Clearwater,"1916 Calumet St, Clearwater, FL 33765, USA",CLW,Clearwater,"1,911","6,492",655,"1,256",259
American Brands,,Gulfstream Motorsports,service,United States,Largo,"PO Box 2142, Largo, FL 33779, USA",MLZ,Largo,"2,975","9,234","1,011","1,964",400
American Brands,,Hackys US Car Service,service,Germany,Zwickau,"Auf der Beune 71, 64839 Münster, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Hanksters Hot Rods & Muscle Cars,service,,,"2907 U.S. 119, Homer City, PA 15748, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Hansen Group,spare parts,Sweden,Umeå,"Kälvestavägen 110, 163 54 Spånga, Sweden",UME,Umeå,885,"3,444",312,573,123
American Brands,,Happy Daze Classic Cars,service,United States,Fond du Lac,"257 Morris Ct, Fond du Lac, WI 54935, USA",ZFD,Fond du Lac,"2,041","6,854",699,"1,342",276
American Brands,,Hendrick Performance,service,United States,Charlotte,"4400 Papa Joe Hendrick Blvd, Charlotte, NC 28262, USA",QWG,Charlotte,"1,833","6,276",629,"1,204",249
American Brands,,Henri’s Classics,service,Belgium,Zwijndrecht,"Nieuwpoortsesteenweg 130, 8470 Gistel, Belgium",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,High-Line Motor Sports,service,United States,Brea,"420 W Lambert Rd # A, Brea, CA 92821, USA",TTC,Brea,"3,133","9,634","1,064","2,069",421
American Brands,,Hillbank Motor Corporation,service,United Kingdom,Irvine,"1 Whatney, Irvine, CA 92618, USA",OAG,Orange,"7,297","18,048","2,458","4,839",972
American Brands,,Hip Rides,service,United States,Charlotte,"6215 Charlotte Pike, Nashville, TN 37209, USA",QWG,Charlotte,"1,833","6,276",629,"1,204",249
American Brands,,Hollywood Motors,service,United States,Sunrise,"659 Sunrise Hwy, West Babylon, NY 11704, USA",FXE,Fort Lauderdale,"1,986","6,702",680,"1,306",269
American Brands,,Holsman’s Classic Cars,service,United States,Kansas City,"11610 Grandview Rd, Kansas City, MO 64137, USA",MCI,Kansas City,"2,149","7,142",735,"1,415",291
American Brands,,Iconic American Imports,service,Australia,Whyalla,"9/29 Packer Rd, Baringa QLD 4551, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
American Brands,,Idaho Classics Cars,service,,,"13 West Idaho Avenue, Homedale, ID 83628, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Jack’s Auto Sales Inc,service,United Kingdom,Winchester,"333 Weems Lane, Winchester, VA 22601, USA",WGO,Winchester,"1,687","5,869",580,"1,107",229
American Brands,,Jambroes B.V.,spare parts,Netherlands,Zwolle,"Tweede Kruisweg 2, 3291 Mookhoek, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,Janita’s Classic Cars,service,Netherlands,Zwolle,"Rechte Zandweg 5, 3319 GN Dordrecht, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,Jensen Dealerships,service,United States,Sioux City,"3909 Stadium Dr, Sioux City, IA 51106, USA",SUX,Sioux City,"2,130","7,093",728,"1,401",288
American Brands,,Joe’s Golden Gasoline Classic Imports,service,Australia,Whyalla,"692-696 Port Wakefield Rd, Parafield Gardens SA 5107, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
American Brands,,"John Kufleitner’s Galleria of Vintage, Classic and Pristine Cars",service,India,Salem,"13134 Salem-Alliance Road, Salem, OH 44460, USA",SLO,Salem,"1,999","6,739",685,"1,315",271
American Brands,,Jonesy’s Garage,service,Bermuda,Hamilton,"1 Newton Place, Frankton, Hamilton 3204, New Zealand",HAB,Hamilton,"2,059","6,905",705,"1,355",279
American Brands,,KC Classic Auto,service,United States,Lenexa,"10101 Lackman Road, Lenexa, KS 66215, USA",MCI,Kansas City,"2,149","7,142",735,"1,415",291
American Brands,,KC Classic Cars,service,United States,Kansas City,"8201 East 23 Street, Kansas City, MO 64129, USA",MCI,Kansas City,"2,149","7,142",735,"1,415",291
American Brands,,Kelly’s Muscle Cars,service,Uruguay,Young,"135 S Young St, Follett, TX 79034, USA",NGA,Young,"7,277","18,008","2,451","4,826",970
American Brands,,Kinion Auto Sales and Service,service,,,"100 Industrial Park Dr, Clarence, IA 52216, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,KM Classics,service,Germany,Zwickau,"Langenfelder Str. 150, Hitdorf 51371 Leverkusen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Kool And The Cars,service,France,Yerres,"9 Rue des Artisans, 40230 Saint-Geours-de-Maremne, France",AVO,Avon,"1,998","6,735",684,"1,314",271
American Brands,,KTS American Parts GmbH,spare parts,Germany,Zwickau,"Nordring 10, 25474 Bönningstedt, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Kuyoth’s Klassics,service,Canada,Stratford,"212710 WI-97, Stratford, WI 54484, USA",WAZ,Warwick,"7,261","17,977","2,446","4,815",968
American Brands,,LaFontaine Classic Cars,service,United States,Milford,"211 S Main St, Milford, MI 48381, USA",MLF,Milford,"2,687","8,505",915,"1,773",362
American Brands,,Legendary Auto Interiors,spare parts,United States,Newark,"121 W Shore Blvd, Newark, NY 14513, USA",EWR,Newark,"1,356","5,482",467,889,181
American Brands,,Lizard Garage,service,France,Yerres,"28 Impasse de l'Oratoire, 74330 Sillingy, France",AVO,Avon,"1,998","6,735",684,"1,314",271
American Brands,,LMC Truck,spare parts,United States,Lenexa,"15450 W 108th St, Lenexa, KS 66219, USA",MCI,Kansas City,"2,149","7,142",735,"1,415",291
American Brands,,Lone Star Muscle Cars,service,United States,Seymour,"7592 Seymour Hwy, Wichita Falls, TX 76310, USA",GPS,Seymour,"3,013","9,331","1,024","1,989",405
American Brands,,Lost & Found Classic Car Co.,service,Canada,Vernon,"1200 W Division St, Mount Vernon, WA 98273, USA",YVE,Vernon,"2,513","8,063",856,"1,656",339
American Brands,,LRA Auto Sales,service,United Kingdom,Bristol,"3114 Veterans Highway, Bristol, PA 19007, USA",BRS,Bristol,430,"1,540",163,267,64
American Brands,,Madness US,service,France,Yerres,"11 Rue du Poulgot, 44740 Batz-sur-Mer, France",AVO,Avon,"1,998","6,735",684,"1,314",271
American Brands,,Maple Motors,service,United States,Hendersonville,"829 West Main Street, Hendersonville, TN 37075, USA",GLH,Greenville,"2,164","7,180",740,"1,424",293
American Brands,,MattzGarage Speedshop,service,Austria,Wolfsberg,"Gewerbestraße 1/5, 2232 Aderklaa, Austria",VCE,Venice,503,"1,964",185,318,73
American Brands,,MBP Motorcars,service,,,"285 Walnut St, Owensville, OH 45160, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,MCS Classic Cars,service,Netherlands,Zwolle,"Van Markenstraat 12, 2941 BX Lekkerkerk, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,MGM Classic Cars,service,United States,Addison,"150 S Church St, Addison, IL 60101, USA",ADS,Addison,"2,361","7,679",806,"1,556",319
American Brands,,Mike’s Classic Cars,service,,,"9701 North 204th Street, Elkhorn, NE 68022, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,MKO V8,service,Germany,Zwickau,"Schönfelder Straße 16a, 53819 Neunkirchen-Seelscheid, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Moorhouse Muscle Cars,service,United Kingdom,Christchurch,"527 Moorhouse Avenue, Waltham, Christchurch 8011, New Zealand",CHC,Christchurch,"8,044","19,544","2,708","5,336","1,071"
American Brands,,Moparshop,service,Germany,Zwickau,"Otto-Hahn-Straße 10, 59399 Olfen, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Morrison Motor Co Inc,service,United States,Concord,"1170 Old Charlotte Rd SW, Concord, NC 28027, USA",USA,Concord,"1,965","6,643",673,"1,292",266
American Brands,,Motor City Classic Cars,service,United States,Vero Beach,"4910 42nd Place, Vero Beach, FL 32967, USA",VRB,Vero Beach,"1,963","6,639",673,"1,291",266
American Brands,,Movie Cars Classics,service,Netherlands,Zwolle,"Besterdstraat 9, 5051 HH Goirle, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,Muscle Car Sales,service,Australia,Whyalla,"134 Beaconsfield Street, Revesby NSW 2212, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
American Brands,,Muscle Car Warehouse,service,Australia,Whyalla,"110 Rocky Point Road, Kogarah NSW 2217, Australia",WYA,Whyalla,"6,789","17,032","2,288","4,501",905
American Brands,,National Parts Depot,spare parts,United States,Ocala,"900 SW 38th Ave, Ocala, FL 34474, USA",OCF,Ocala,"1,987","6,705",681,"1,307",269
American Brands,,Neutel Trading,service,Netherlands,Zwolle,"Parallelweg 21a, 7782 PD De Krim, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,No Reserve Classics,service,United States,Green,"The Barn, Green Brook, NJ 08812, USA",RVR,Green,"2,598","8,279",885,"1,713",350
American Brands,,North Shore Classics,service,United States,Seymour,"149 N Seymour Ave, Mundelein, IL 60060, USA",GPS,Seymour,"3,013","9,331","1,024","1,989",405
American Brands,,Northwest Corner Classic Cars,service,United States,Lakeville,"438 Lime Rock Rd, Lakeville, CT 06039, USA",FAM,Farmington,"2,053","6,889",703,"1,351",278
American Brands,,NR Classic Car Collection,service,Germany,Zwickau,"Im Fuchshau 24, 73635 Rudersberg, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Old Brock Muscle & Classic Car Sales,service,Canada,Abbotsford,"344 Old Brock Road, Dundas, ON L9H 5H6, Canada",YXX,Abbotsford,"2,611","8,311",889,"1,722",352
American Brands,,Old Forge Motorcars,service,United States,Lansdale,"1101 N Broad St, Lansdale, PA 19446, USA",TTN,Philadelphia,"1,575","5,557",542,"1,033",215
American Brands,,Old Is New Again Inc.,service,Belgium,Waterloo,"165 Lexington Ct, Waterloo, ON N2J 4R3, Canada",WLO,Waterloo,"5,957","15,366","2,009","3,948",795
American Brands,,Old School Products,spare parts,Netherlands,Zwolle,"Veenwaterweg 2, 3881 RM Putten, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,Old Skool Garage,service,Austria,Wolfsberg,"Zerlach 73, 8082 Kirchbach, Austria",VCE,Venice,503,"1,964",185,318,73
American Brands,,Old Town Automobile,service,,,"3921 Old Town Road, Huntingtown, MD 20639, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Oldcott Motors,service,United Kingdom,Stoke-on-Trent,"Oldcott Dr, Kidsgrove, Stoke-on-Trent ST7 4HE, UK",ONS,Stoke-on-Trent,"5,519","14,489","1,863","3,656",737
American Brands,,On American Road,service,France,Yerres,"336 Route de la Baronne, 06640 Saint-Jeannet, France",AVO,Avon,"1,998","6,735",684,"1,314",271
American Brands,,Original Parts Group,spare parts,United States,Seal Beach,"1770 Saturn Way, Seal Beach, CA 90740, USA",OSB,Seal Beach,"2,111","7,046",722,"1,389",286
American Brands,,Pacific Classics,service,Canada,Vernon,"100 Valley Mall Way #140, Mount Vernon, WA 98273, United States",YVE,Vernon,"2,513","8,063",856,"1,656",339
American Brands,,Palm Beach Customs,spare parts,United States,Ocala,"445 NE 28th St, Ocala, FL 34470, USA",OCF,Ocala,"1,987","6,705",681,"1,307",269
American Brands,,Past & Present Motor Cars,service,United States,Ocoee,"320 Story Road, Ocoee, FL 34761, USA",ORL,Orlando,"1,974","6,668",676,"1,298",267
American Brands,,Peachtree Classic Cars,service,United States,Fayetteville,"355 E Lanier Ave, Fayetteville, GA 30214, USA",FAY,Fayetteville,"1,777","6,121",610,"1,167",241
American Brands,,Pedal To The Metal,service,Netherlands,Zwolle,"Schrijnwerkersstraat 10-12, 8601 VD Sneek, Netherlands",HLM,Holland,"1,850","6,322",634,"1,215",251
American Brands,,Pegasus Classic Motor Corp,service,,,"617 State Route 52, Walden, NY 12586, USA",NNG,,"3,584","10,614","1,215","2,369",481
American Brands,,Pete’s Classic Cars,service,United States,Dallas,"7211 Valley View Place, Dallas, TX 75240, USA",DAL,Dallas,"2,362","7,680",806,"1,556",319
American Brands,,Peters Garage GmbH,service,Germany,Zwickau,"Milower Landstraße 7, 14712 Rathenow, Germany",HOF,Hof,"1,623","5,691",559,"1,065",221
American Brands,,Pikes Peak Motor Co.,service,,,"62651 US-50 Penrose, CO 81240, USA",NNG,,"3,584","10,614","1,215","2,369",481
