Brand;Model;Submodel;Year;Origin
BMW;635;CSi Kat.Coupé;1987 - 1989;Germany
BMW;635;I CSi Coupé;1982 - 1987;Germany
BMW;700;;1959 - 1962;Germany
BMW;700;Bauer Cabrio;1964 - 1965;Germany
BMW;700;C;1959 - 1964;Germany
BMW;700;C Sport;1960 - 1962;Germany
BMW;700;CS;1962 - 1964;Germany
BMW;700;LS;1962 - 1963;Germany
BMW;700;LS;1964 - 1965;Germany
BMW;700;LS Luxus;1962 - 1963;Germany
BMW;700;Luxus;1961 - 1962;Germany
BMW;725;tds;1996 - 1998;Germany
BMW;725;tds Automatic;1998;Germany
BMW;728;;1977 - 1979;Germany
BMW;728;i;1979 - 1986;Germany
BMW;728;i;1979 - 1982;Germany
BMW;728;i;1995 - 1998;Germany
BMW;728;i;1998 - 2001;Germany
BMW;728;i Automatic;1995 - 1998;Germany
BMW;728;i Automatic;1998 - 2001;Germany
BMW;728;iL Automatic;1995 - 1998;Germany
BMW;728;iL Automatic;1998 - 2001;Germany
BMW;730;;1977 - 1979;Germany
BMW;730;d Automatic;1998 - 2000;Germany
BMW;730;d Automatic;2000 - 2001;Germany
BMW;730;i;1987 - 1994;Germany
BMW;730;i;1994 - 1996;Germany
BMW;730;I Automatic;1987 - 1994;Germany
BMW;730;i V8;1992 - 1994;Germany
BMW;730;i V8 Automatic;1992 - 1994;Germany
BMW;730;iL Automatic;1994 - 1996;Germany
BMW;732;i;1979 - 1986;Germany
BMW;733;i;1977 - 1979;Germany
BMW;735;i;1979 - 1986;Germany
BMW;735;i;1987 - 1991;Germany
BMW;735;i;1996 - 1998;Germany
BMW;735;I Automatic;1987 - 1991;Germany
BMW;735;i Automatic;1998 - 2001;Germany
BMW;735;iL Automatic;1991 - 1992;Germany
BMW;735;iL Automatic;1998 - 2001;Germany
BMW;740;d Automatic;1999 - 2001;Germany
BMW;740;i;1994 - 1996;Germany
BMW;740;i;1996 - 1998;Germany
BMW;740;i  Automatic;1992 - 1994;Germany
BMW;740;i Automatic;1996 - 1998;Germany
BMW;740;iL Automatic;1992 - 1994;Germany
BMW;740;iL Automatic;1994 - 1996;Germany
BMW;740;iL Automatic;1996 - 1998;Germany
BMW;740;iL Automatic;1998 - 2001;Germany
BMW;740;iL Protection Automatic;1999 - 2001;Germany
BMW;745;i;1980 - 1983;Germany
BMW;745;i;1983 - 1986;Germany
BMW;750;i  Automatic;1987 - 1994;Germany
BMW;750;i Automatic;1994 - 1998;Germany
BMW;750;i Automatic;1998 - 2001;Germany
BMW;750;iL Automatic;1987 - 1994;Germany
BMW;750;iL Automatic;1994 - 1998;Germany
BMW;750;iL Automatic;1998 - 2001;Germany
BMW;750;iL Protection Automatic;1999 - 2001;Germany
BMW;840;Ci;1993 - 1996;Germany
BMW;840;Ci;1996 - 1999;Germany
BMW;850;Ci;1989 - 1994;Germany
BMW;850;Ci;1994 - 1999;Germany
BMW;850;CSi;1992 - 1996;Germany
BMW;Isetta;250;1955 - 1956;Germany
BMW;Isetta;250;1958 - 1962;Germany
BMW;Isetta;250 Standard 57;1956 - 1957;Germany
BMW;Isetta;250 Export 57;1956 - 1957;Germany
BMW;Isetta;250 Export 58;1957;Germany
BMW;Isetta;300 Export 57;1956 - 1957;Germany
BMW;Isetta;300 Export 58;1957;Germany
BMW;Isetta;300 Standard 57;1956 - 1957;Germany
BMW;M1;;1978 - 1981;Germany
BMW;M535;i;1985 - 1987;Germany
BMW;M535;I Automatic;1985 - 1987;Germany
BMW;M535;i Catalyst;1985 - 1986;Germany
BMW;M535;i Catalyst Automatic;1985 - 1986;Germany
BMW;M635;CSi Coupé;1984 - 1987;Germany
BMW;M635;CSi Kat.Coupé;1987 - 1989;Germany
Borgward;Hansa;1500;1950 - 1952;Germany
Borgward;Isabella;Coupe;1957 - 1958;Germany
Borgward;Isabella;Coupe Cabriolet;1957 - 1958;Germany
Borgward;Isabella;TS;1955 - 1958;Germany
Borgward;Arabella;De Luxe;1960 - 1963;Germany
Borgward;Hansa;1500;1949 - 1950;Germany
Borgward;Hansa;1500 Cabriolet;1950 - 1952;Germany
Borgward;Hansa;1500 Combi;1950 - 1952;Germany
Borgward;Hansa;1500 Sport-Cabriolet;1950 - 1953;Germany
Borgward;Hansa;1800;1952 - 1954;Germany
Borgward;Hansa;1800 Cabriolet;1952 - 1954;Germany
Borgward;Hansa;1800 Combi;1952 - 1954;Germany
Borgward;Hansa;1800 Combi Diesel;1952 - 1954;Germany
Borgward;Hansa;1800 Diesel;1952 - 1954;Germany
Borgward;Hansa;1800 Sport-Cabriolet;1953;Germany
Borgward;Hansa;2400 S;1952 - 1955;Germany
Borgward;Hansa;2400 S Hansa-Matic;1952 - 1955;Germany
Borgward;Hansa;2400 S Pullmann;1953 - 1955;Germany
Borgward;Hansa;2400 S Pullmann Hansa-Matic;1953 - 1955;Germany
Borgward;Isabella;;1954 - 1958;Germany
Borgward;Isabella;;1958 - 1961;Germany
Borgward;Isabella;Cabriolet;1955 - 1958;Germany
Borgward;Isabella;Combi;1955 - 1958;Germany
Borgward;Isabella;Combi;1958 - 1961;Germany
Borgward;Isabella;Coupe;1958 - 1961;Germany
Borgward;Isabella;Coupe Cabriolet;1958 - 1961;Germany
Borgward;Isabella;TS;1958 - 1961;Germany
Borgward;Isabella;TS Cabriolet;1955 - 1958;Germany
Borgward;Isabella;TS Cabriolet;1958 - 1961;Germany
Borgward;Isabella;TS De Luxe;1957 - 1958;Germany
Borgward;Isabella;TS De Luxe;1958 - 1961;Germany
Borgward;P 100;;1959 - 1961;Germany
Borgward;P 100;Hansa-Matic;1959 - 1961;Germany
Bristol;400;;1946 - 1949;United Kingdom
Bristol;401;;1949 - 1953;United Kingdom
Bristol;402;;1949 - 1953;United Kingdom
Bristol;403;;1953 - 1955;United Kingdom
Bristol;404;;1953 - 1956;United Kingdom
Bristol;405;Drophead Coupe;1954 - 1958;United Kingdom
Bristol;405;Sedan;1954 - 1958;United Kingdom
Bristol;406;;1958 - 1961;United Kingdom
Bristol;406;Zagato;1958 - 1961;United Kingdom
Bristol;407;;1961 - 1963;United Kingdom
Bristol;408;;1963 -1965;United Kingdom
Bristol;409;;1965 - 1967;United Kingdom
Bristol;410;;1967 - 1969;United Kingdom
Bristol;411;Series 1;1969 - 1970;United Kingdom
Bristol;411;Series 2;1970 - 1972;United Kingdom
Bristol;411;Series 3;1972 - 1973;United Kingdom
Bristol;411;Series 4;1973 - 1975;United Kingdom
Bristol;411;Series 5;1975 - 1976;United Kingdom
Bugatti;Type 44;;1928 - 1931;France
Bugatti;Type 50;;1930 - 1934;France
Bugatti;Type 57;;1934 - 1940;France
Buick;Custom Sportwagon;;1967 - 1968;United States
Buick;Series 40;Special;1957 - 1958;United States
Buick;Wildcat;;1965 - 1970;United States
Buick;Electra;;1965 - 1970;United States
Cadillac;Coupe de Ville;2nd Generation Series 62;1954 - 1958;United States
Cadillac;Series 62;;1954;United States
Chevrolet;Camaro;Coupe;1972 - 1973;United States
Chevrolet;Camaro SS 350;;1967 - 1968;United States
Chevrolet;Corvette;C1;1960;United States
Chevrolet;Corvette;C1;1956;United States
Chevrolet;Corvette;C1;1957;United States
Citroëm;DS;Chapron;1961 - 1964;France
Citroën;AX;1.4 GT;1991 - 1993;France
Citroën;DS;19;1955 - 1961;France
Citroën;DS;20;1968 - 1971;France
Citroën;Dyane;6;1968 - 1969;France
Citroën;Dyane;6;1970 - 1981;France
Citroën;GS 1015;X;1974 - 1977;France
Citroën;GS 1220;Pallas;1974 - 1979;France
Citroën;ID;19 Break;1959 - 1962;France
Citroën;ID;D Super 5;1970 - 1975;France
Citroën;Mehari;;1968 - 1970;
Citroën;Mehari;;1975 - 1979;
Citroën;SM 2.7 V6;;1970 - 1972;France
Citroën;SM 2.7 V6 Inj.;;1972 - 1975;France
Citroën;SM 3.0 V6;;1973 - 1975;France
Citroën;Traction Avant;11 B Cabrio;1938 - 1939;France
Citroën;Traction Avant;15 Familiale;1953 - 1956;France
Citroën;XM;3.0 V6 24V Exclusive;1994 - 1996;France
Citroën;Ami;Super;1973 - 1976;France
Citroën;Ami;Super break;1973 - 1976;France
Citroën;AX;1.0 Harmonie;1996;France
Citroën;AX;1.0 Teen;1992 - 1995;France
Citroën;AX;1.0 Teen Pop;1993 - 1994;France
Citroën;AX;1.0 Teen Spot;1995;France
Citroën;AX;1.0 Teen Tonic;1994 - 1995;France
Citroën;AX;1.0 Top;1995 - 1997;France
Citroën;AX;1.1 Fashion;1992;France
Citroën;AX;1.1 Fashion;1992 - 1996;France
Citroën;AX;1.1 First;1991 - 1995;France
Citroën;AX;1.1 Hit;1992;France
Citroën;AX;1.1 TRS Classic;1991 - 1992;France
Citroën;AX;1.4 4x4;1991 - 1993;France
Citroën;AX;1.4 D First;1992 - 1993;France
Citroën;AX;1.4 D First;1992;France
Citroën;AX;1.4 D Teen;1993 - 1994;France
Citroën;AX;1.4 D TGD;1992;France
Citroën;AX;1.4 Fashion;1992 - 1994;France
Citroën;AX;1.4 GTI;1992 - 1994;France
Citroën;AX;1.4 TZX Tecnic;1991 - 1992;France
Citroën;AX;1.5 D Teen;1994 - 1995;France
Citroën;AX;1.5 D Top;1995 - 1996;France
Citroën;AX;10 E;1987 - 1988;France
Citroën;AX;11 Catalyst Image;1990;France
Citroën;AX;11 Catalyst Le Noir;1990;France
Citroën;AX;11 Catalyst Monpti;1988 - 1990;France
Citroën;AX;11 Catalyst Monpti;1990 - 1991;France
Citroën;AX;11 Catalyst Monpti;1991;France
Citroën;AX;11 Catalyst Plaisir;1991;France
Citroën;AX;11 Catalyst Salsa;1990 - 1991;France
Citroën;AX;11 Catalyst Super Monpti;1990;France
Citroën;AX;11 Catalyst Tonic;1991;France
Citroën;AX;11 Catalyst TRE Classic;1988 - 1989;France
Citroën;AX;11 Catalyst TRE Classic;1989 - 1991;France
Citroën;AX;11 Catalyst TRE Tecnic;1988 - 1989;France
Citroën;AX;11 Catalyst Triade;1989 - 1990;France
Citroën;AX;11 E;1987 - 1988;France
Citroën;AX;11 Monpti;1987 - 1988;France
Citroën;AX;11 Platin;1988;France
Citroën;AX;11 RE;1987 - 1988;France
Citroën;AX;11 RE;1988;France
Citroën;AX;11 TRE;1987 - 1988;France
Citroën;AX;11 TRE;1988;France
Citroën;AX;TRE Classic;1987 - 1988;France
Citroën;AX;TRE Classic;1988;France
Citroën;AX;14 Catalyst Formel;1990;France
Citroën;AX;14 Catalyst GT;1989 - 1991;France
Citroën;AX;14 Catalyst Opera de Paris;1990 - 1991;France
Citroën;AX;Catalyst TRS Tecnic;1989 - 1991;France
Citroën;AX;14 Diesel Monpti;1991;France
Citroën;AX;14 Diesel RD Classic;1989 - 1991;France
Citroën;AX;14 Diesel TRD Tecnic;1989;France
Citroën;AX;14 GT;1988 - 1989;France
Citroën;AX;14 TRS;1987 - 1988;France
Citroën;AX;14 TRS;1988;France
Citroën;AX;14 TRS Classic;1988 - 1989;France
Citroën;AX;14 TSZ;1987 - 1988;France
Citroën;AX;14 TSZ;1988;France
Citroën;AX;Sport;1987 - 1988;France
Citroën;C 4;G Roadster;1928 - 1932;France
Citroën;CX;20;1982 - 1985;France
Citroën;CX;20 Pallas;1982 - 1985;France
Citroën;CX;20 RE;1985 - 1986;France
Citroën;CX;2000 Athena;1979 - 1982;France
Citroën;CX;2000 Confort;1974 - 1979;France
Citroën;CX;2000 Reflex;1979 - 1982;France
Citroën;CX;2000 Super;1974 - 1978;France
Citroën;CX;22 TRS;1985 - 1989;France
Citroën;CX;2200 D;1974 - 1978;France
Citroën;CX;2200 D Confort;1974 - 1978;France
Citroën;CX;2200 D Pallas;1977 - 1978;France
Citroën;CX;2200 D Super;1976 - 1978;France
Citroën;CX;2400 GTi;1977 - 1980;France
Citroën;CX;2400 Inj. GTi;1980 - 1982;France
Citroën;CX;2400 Inj. Pallas;1981 - 1982;France
Citroën;CX;2400 Pallas;1976 - 1980;France
Citroën;CX;2400 Pallas;1980 - 1981;France
Citroën;CX;2400 Pallas C-Matic;1976 - 1980;France
Citroën;CX;2400 Pallas C-Matic;1980 - 1981;France
Citroën;CX;2400 Super;1976 - 1979;France
Citroën;CX;25 D;1982 - 1985;France
Citroën;CX;25 D Pallas;1982 - 1983;France
Citroën;CX;25 D RD;1985 - 1989;France
Citroën;CX;25 D Turbo Classic;1989;France
Citroën;CX;25 D Turbo Croisette;1988 - 1989;France
Citroën;CX;CX 25 D Turbo RD;1985 - 1987;France
Citroën;CX;25 D Turbo RD;1983 - 1985;France
Citroën;CX;25 D Turbo TRD;1985 - 1987;France
Citroën;CX;25 D Turbo TRD;1983 - 1985;France
Citroën;CX;25 D Turbo RD 2;1987 - 1989;France
Citroën;CX;25 D Turbo TRD 2;1987 - 1989;France
Citroën;CX;25 Kat GTI;1987 - 1989;France
Citroën;CX;25 GTI;1985 - 1987;France
Citroën;CX;25 GTi;1983 - 1985;France
Citroën;CX;25 Pallas;1982 - 1983;France
Citroën;CX;25 Pallas;1984 - 1985;France
Citroën;CX;25 Pallas Gti;1977 - 1980;France
Citroën;CX;25 RI;1985 - 1986;France
Citroën;CX;25 RI;1984 - 1985;France
Citroën;CX;25 Turbo GTi;1984 - 1985;France
Citroën;CX;25 Turbo Kat. GTI 2;1987 - 1989;France
Citroën;CX;25 Turbo GTI 2;1985 - 1988;France
Citroën;CX;2500 D Confort;1978 - 1980;France
Citroën;CX;2500 D Pallas;1978 - 1982;France
Citroën;CX;2500 D Reflex;1981 - 1982;France
Citroën;CX;Break 20;1982 - 1985;France
Citroën;CX;Break 20 Familiale;1982 - 1984;France
Citroën;CX;Break 20 RE;1985 - 1986;France
Citroën;CX;Break 2000 Confort;1975 - 1979;France
Citroën;CX;Break 2000 Reflex;1979 - 1982;France
Citroën;CX;Break 2000 Reflex Familiale;1981 - 1982;France
Citroën;CX;Break 2200 D;1976 - 1978;France
Citroën;CX;Break 2200 D Confort;1976 - 1978;France
Citroën;CX;Break 2200 D Super;1977 - 1978;France
Citroën;CX;Break 2200 D Super Familiale;1977 - 1978;France
Citroën;CX;Break 2400 Inj. Reflex;1982;France
Citroën;CX;Break 2400 Inj. Reflex Familiale;1982;France
Citroën;CX;Break 2400 Super;1976 - 1980;France
Citroën;CX;Break 2400 Super;1980 - 1982;France
Citroën;CX;Break 2400 Super C-matic;1980 - 1981;France
Citroën;CX;Break 2400 Super Familiale;1977 - 1980;France
Citroën;CX;Break 2400 Super Familiale;1980 - 1981;France
Citroën;CX;Break 25;1982 - 1983;France
Citroën;CX;Break 25 D;1982 - 1985;France
Citroën;CX;Break 25 D Familiale;1982 - 1985;France
Citroën;CX;Break 25 D RD;1985 - 1991;France
Citroën;CX;Break 25 D Turbo TRD;1985 - 1987;France
Citroën;CX;Break 25 D Turbo TRD;1987 - 1991;France
Citroën;CX;Break 25 D Turbo TRD;1983 - 1985;France
Citroën;CX;Break 25 Familiale;1982 - 1983;France
Citroën;CX;Break 25 Familiale;1983 - 1985;France
Citroën;CX;Break 25 Kat. RI Familiale;1987 - 1991;France
Citroën;CX;Break 25 RI Familiale;1985 - 1987;France
Citroën;CX;Break 25 Kat. TRI;1987 - 1991;France
Citroën;CX;Break 25 TRI;1985 - 1987;France
Citroën;CX;Break 25 TRI;1983 - 1985;France
Citroën;CX;Break 2500 D Confort;1978 - 1981;France
Citroën;CX;Break 2500 D Familiale;1980 - 1981;France
Citroën;CX;Break 2500 D Pallas;1980 - 1982;France
Citroën;CX;Break 2500 D Reflex;1981 - 1982;France
Citroën;CX;Break 2500 D Reflex Familiale;1981 - 1982;France
Citroën;CX;Break 2500 D Super;1978 - 1980;France
Citroën;CX;Break 2500 D Super Familiale;1978 - 1980;France
Citroën;CX;Long wheel base 2400 Inj. Prestige;1980 - 1982;France
Citroën;CX;Long wheel base 2400 Prestige;1976 - 1980;France
Citroën;CX;Long wheel base 25 D;1982 - 1983;France
Citroën;CX;25 D Turbo;1985 - 1987;France
Citroën;CX;25 D Turbo;1987 - 1989;France
Citroën;CX;Long wheel base 25 D Turbo;1983 - 1985;France
Citroën;CX;Long wheel base 25 Prestige;1982 - 1983;France
Citroën;CX;Long wheel base 25 Prestige;1983 - 1985;France
Citroën;CX;25 Kat. Prestige C-matic;1987 - 1989;France
Citroën;CX;25 Prestige C-matic;1985 - 1987;France
Citroën;CX;25 Turbo Prestige 2;1987 - 1989;France
Citroën;CX;25 Turbo Prestige 2;1986 - 1988;France
Citroën;CX;Long wheel base 2500 D;1981 - 1982;France
Citroën;CX;Long wheel base 2500 D Super;1979 - 1981;France
Citroën;DS;21;1964 - 1967;France
Citroën;DS;21 Injection;1969 - 1970;France
Citroën;DS;23;1972 - 1975;France
Citroën;DS;23 Injection;1972 - 1975;France
Citroën;DS;23 Injection bv5;1972 - 1975;France
Citroën;DS;Chapron;1967 - 1972;France
Citroën;Dyane;4;1969 - 1975;France
Citroën;Dyane;6;1968 - 1970;France
Citroën;Dyane;Confort;1968 - 1969;France
Citroën;Dyane;Luxe;1968 - 1969;France
Citroën;GS 1015;;1970 - 1974;France
Citroën;GS 1015;C-matic;1971 - 1972;France
Citroën;GS 1015;Club;1970 - 1972;France
Citroën;GS 1015;Spécial;1975 - 1977;France
Citroën;GS 1130;Spécial;1977 - 1979;France
Citroën;GS 1130;X;1977 - 1979;France
Citroën;GS 1220;;1972 - 1974;France
Citroën;GS 1220;Basalt;1978 - 1979;France
Citroën;GS 1220;Basalt C- Matic;1978 - 1979;France
Citroën;GS 1220;C-matic;1972 - 1974;France
Citroën;GS 1220;Club;1972 - 1979;France
Citroën;GS 1220;Club C-Matic;1972 - 1979;France
Citroën;GS 1220;Pallas C- Matic;1974 - 1979;France
Citroën;GS 1220;X2;1975 - 1978;France
Citroën;GS 1300;X3;1978 - 1979;France
Citroën;GS Break 1015;;1971 - 1972;France
Citroën;GS Break 1015;C-matic;1971 - 1972;France
Citroën;GS Break 1015;Club;1971 - 1972;France
Citroën;GS Break 1130;Spécial;1971 - 1972;France
Citroën;GS Break 1220;;1972 - 1974;France
Citroën;GS Break 1220;C-matic;1972 - 1974;France
Citroën;GS Break 1220;Club;1972 - 1979;France
Citroën;GS Break 1220;Spécial;1974 - 1975;France
Citroën;GS Break 1220;Spécial C-matic;1974 - 1975;France
Citroën;GS Break 1220;Club C-matic;1972 - 1979;France
Citroën;GSA Break Club;Club;1979 - 1983;France
Citroën;GSA Break Club;Club C-Matic;1979 - 1983;France
Citroën;GSA Break Special;Special;1980 - 1981;France
Citroën;GSA Break Special;Special;1981 - 1986;France
Citroën;GSA Club;Club;1979 - 1982;France
Citroën;GSA Club;C-Matic;1979 - 1982;France
Citroën;GSA Pallas;Pallas;1979 - 1981;France
Citroën;GSA Pallas;Pallas;1980 - 1984;France
Citroën;GSA Pallas;Pallas C-matic;1979 - 1983;France
Citroën;GSA Special;Special;1980 - 1981;France
Citroën;GSA Special;Special;1980 - 1985;France
Citroën;GSA;X1;1982 - 1983;France
Citroën;GSA;X1;1983 - 1985;France
Citroën;GSA X3;X3;1979 - 1981;France
Citroën;GSA X3;X3;1981 - 1983;France
Citroën;ID;19;1957 - 1963;France
Citroën;ID;20;1969 - 1972;France
Citroën;LN;;1976 - 1978;France
Citroën;LN;;1981 - 1982;France
Citroën;LN;;1978 - 1981;France
Citroën;LN;E;1982 - 1985;France
Citroën;LN;RE;1982 - 1985;France
Citroën;Mehari;;1970 - 1975;
Citroën;Mehari;;1979 - 1987;
Citroën;SM 2.7 V6  Automatic;;1972;France
Citroën;SM 3.0 V6;;1973;France
Citroën;Traction Avant;11 Commerciale;1953 - 1956;France
Citroën;Traction Avant;11 CV;1946 - 1953;France
Citroën;Traction Avant;11 D Commerciale;1955 - 1956;France
Citroën;Traction Avant;11 D Normale;1955 - 1956;France
Citroën;Traction Avant;11 Familiale;1953 - 1956;France
Citroën;Traction Avant;11 Legere;1949 - 1953;France
Citroën;Traction Avant;11L Hard-top Cabriolet;1936 - 1939;France
Citroën;Traction Avant;15;1939 - 1944;France
Citroën;7 CV;;1934 - 1936;France
Citroën;XM;2.0 16V SX Automatic;1998 - 2000;France
Citroën;XM;2.0 Turbo C.T. Pallas;1998 - 1999;France
Citroën;XM;2.0 Turbo C.T. SX;1997 - 1999;France
Citroën;XM;2.0 Turbo C.T. SX Automativ;1998 - 1999;France
Citroën;XM;2.0 Turbo C.T. VSX;1994 - 1997;France
Citroën;XM;2.1 Turbo D 12 SX;1994 - 2000;France
Citroën;XM;2.1 Turbo D 12 SX Automatic;1998 - 2000;France
Citroën;XM;2.1 Turbo D 12 VSX;1994 - 1997;France
Citroën;XM;2.5 Turbo D Exclusive;1994 - 2000;France
Citroën;XM;2.5 Turbo D Pallas;1998 - 1999;France
Citroën;XM;2.5 Turbo D SX;1997 - 1999;France
Citroën;XM;2.5 Turbo D VSX;1994 - 1997;France
Citroën;XM;3.0 V6 Exclusive;1994 - 2000;France
Citroën;XM;3.0 V6 Exclusive Automatic;1998 - 2000;France
Citroën;XM;3.0 V6 Exclusive Automatik;1994 - 1997;France
Citroën;XM;3.0 V6 Pallas;1998 - 1999;France
Citroën;XM;3.0 V6 Pallas Automatic;1998 - 1999;France
Citroën;XM;3.0 V6 SX;1997 - 2000;France
Citroën;XM;3.0 V6 SX Automatic;1998 - 2000;France
Citroën;XM;3.0 V6 VSX;1994 - 1997;France
Citroën;XM;3.0 V6 VSX Automatic;1994 - 1997;France
Citroën;XM;Break 2.0 16V SX;1994 - 1999;France
Citroën;XM;Break 2.5 Turbo D SX;1997 - 1999;France
Citroën;XM;Break 2.5 Turbo D VSX;1994 - 1997;France
Citroën;XM;Break 3.0 V6 SX;1997 - 1999;France
Citroën;XM;Break 3.0 V6 SX Automatic;1998 - 1999;France
Citroën;XM;Break Turbo C.T. SX;1997 - 1998;France
Citroën;XM;Break Turbo C.T. SX Automatic;1998 - 1999;France
Citroën;XM;Break Turbo C.T. VSX;1994 - 1997;France
Citroën;XM;Break Turbo D 12 SX;1994 - 1999;France
Citroën;XM;Break Turbo D 12 SX Automatic;1998 - 1999;France
Citroën;XM;Break Turbo D 12 VSX;1994 - 1997;France
Citroën;ZX;1.4 Avantage;1992 - 1994;France
Citroën;ZX;1.4 Avantage;1994 - 1996;France
Citroën;ZX;1.4 Blue Note;1996;France
Citroën;ZX;1.4 Easy;1995 - 1996;France
Citroën;ZX;1.4 Harmonie;1996;France
Citroën;ZX;1.4 Premiere;1993 - 1994;France
Citroën;ZX;1.4 Prestige;1994 - 1996;France
