Category,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l,total_climate_impact
American Brands,,Champion Pre-Owned Classics,service,,,"118 Amanda Ct, Harpers Ferry, WV 25425, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Chucks Restoration Supplies,spare parts,New Zealand,Wellington,"10 Oneills Road, Swanson, Auckland, New Zealand",WLG,Wellington,8095.0,19647.0,2725.0,5370.0,1078.0,13465.0
American Brands,,Classic & American Imports,service,Australia,Whyalla,"unit 13/1154 Old Port Road, Royal Park SA 5014, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
American Brands,,Classic & Collectible Cars,service,United States,Las Vegas,"3701 Sirius Avenue, Las Vegas, NV 89102, USA",LAS,Las Vegas,2811.0,8819.0,956.0,1855.0,378.0,4666.0
American Brands,,Classic Auto Haus of Geneva,service,United States,Geneva,"1002 Commerce Dr, Geneva, IL 60134, USA",GVA,Geneva,383.0,1543.0,144.0,239.0,36.0,622.0
American Brands,,Classic Autoparts,spare parts,,,"18483 U.S. Hwy 95, Hayden, ID 83835, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Classic Car Company GmbH,spare parts,Germany,Zwickau,"Hochstraße 36, 32051 Herford, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Classic Car Depot,service,United Kingdom,Washington,"215 Washington Street, Clarkesville, GA 30523, USA",DCA,Washington,1660.0,5793.0,571.0,1089.0,226.0,2749.0
American Brands,,Classic Car Garage Limited,service,New Zealand,Wellington,"231 Archers Road, Wairau Valley, Auckland 0627, New Zealand",WLG,Wellington,8095.0,19647.0,2725.0,5370.0,1078.0,13465.0
American Brands,,Classic Car Investments,service,United States,Scottsdale,"7360 E Acoma Dr, Scottsdale, AZ 85260, USA",SCF,Scottsdale,2793.0,8774.0,950.0,1843.0,376.0,4636.0
American Brands,,Classic Car Liquidators LLC,service,United States,Houston,"4515 West Houston Street, Sherman, TX 75092, USA",EFD,Houston,2387.0,7745.0,814.0,1573.0,322.0,3960.0
American Brands,,Classic Car Pal,service,United States,Scottsdale,"8310 E Charter Oak Dr, Scottsdale, AZ 85260, USA",SCF,Scottsdale,2793.0,8774.0,950.0,1843.0,376.0,4636.0
American Brands,,Classic Car Studio,service,United Kingdom,Brentwood,"1002 Hanley Industrial Ct, Brentwood, MO 63144, USA",HWD,Hayward,2946.0,9160.0,1001.0,1945.0,396.0,4891.0
American Brands,,Classic Cars of South Carolina,service,,,"2424 S Frontage Rd, Gray Court, SC 29645, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Classic Cars Rippstein GmbH,service,Switzerland,Zürich,"Römerweg 1C, 5028 Ueken, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
American Brands,,Classic Cars Tilburg,service,Netherlands,Zwolle,"Kapitein Nemostraat 60, 5015 AM Tilburg, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,Classic Custom Imports,service,Australia,Whyalla,"107 Northern Rd, Heidelberg West VIC 3081, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
American Brands,,Classic Industries,spare parts,United States,Huntington,"18460 Gothard St #1229, Huntington Beach, CA 92648, USA",HTS,Huntington,1825.0,6253.0,626.0,1199.0,248.0,3024.0
American Brands,,Classic n Chrome,service,Germany,Zwickau,"An der Bahn 2, 26349 Jaderberg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Classic Performance,service,Canada,Abbotsford,"27 40 Ave NE, Calgary, AB T2E 6L1, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
American Brands,,Classic Performance Products,spare parts,United States,Placentia,"378 E Orangethorpe Ave, Placentia, CA 92870, USA",PMF,Parma,492.0,1794.0,183.0,309.0,72.0,801.0
American Brands,,Classic Rides and Rods,service,,,"220 Poplar Lane South, Annandale, MN 55302, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,ClassicCar-Frei,service,Switzerland,Zürich,"Bachstrasse 11, 8104 Weiningen, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
American Brands,,Classics n Chrome,service,Germany,Zwickau,"An der Bahn 2, Jaderberg 26349 Jade, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Classics Reloaded Handels GmbH,service,Austria,Wolfsberg,"Mathilde Beyerknecht-Straße 1, St. Pölten, 3100 Sankt Pölten, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
American Brands,,Coast Motor Co,service,,,"1611 18th Ave Dr E, Palmetto, FL 34221, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Conquest Classic Cars,service,United States,Greeley,"3805 W 10th St, Greeley, CO 80634, USA",GXY,Greeley,2408.0,7798.0,821.0,1587.0,325.0,3995.0
American Brands,,Cool Cars,service,United States,Pompano Beach,"500 S Dixie Hwy E, Pompano Beach, FL 33060, USA",PPM,Pompano Beach,1984.0,6695.0,679.0,1304.0,269.0,3288.0
American Brands,,Cool Classic Rides,service,United States,Sherwood,"15114 SW Arrow St, Sherwood, OR 97140, USA",LIT,Little Rock,2175.0,7207.0,743.0,1432.0,294.0,3607.0
American Brands,,Cotton Warehouse Classic Cars,service,,,"552 Highway 6 West, Batesville, MS 38606, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Country Classic Cars,service,,,"2149 E Frontage Rd, Staunton, IL 62088, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Coyote Classics,service,,,"North 1st Street, Greene, IA 50636, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Cruisin Classics,service,United States,Columbus,"3575 Fisher Road, Columbus, OH 43228, USA",CLU,Columbus,1907.0,6481.0,654.0,1253.0,259.0,3160.0
American Brands,,Cruz’n Motors – Classics,service,,,"3006 U.S. 71, Spirit Lake, IA 51360, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,D.G. Tomassen Classic Cars,service,Netherlands,Zwolle,"Noorderdiep 384, 7876 CT Valthermond, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,D&D Classic Cars,service,,,"61804 Buskirk Lane, Salesville, OH 43778, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Daddy Cool Cars,service,Netherlands,Zwolle,"Radeweg 10B, 8171 MD Vaassen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,Dan’s Old Cars,service,,,"58994 County Rd 40, Parkers Prairie, MN 56361, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Dave’s Classics,service,United States,Fargo,"101 40th St S, Fargo, ND 58103, USA",FAR,Fargo,2051.0,6884.0,702.0,1349.0,278.0,3400.0
American Brands,,David T’s Camaro & Firebird,service,Canada,Abbotsford,"10611 201st Street Northwest, Edmonton, AB T5S 1Y8, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
American Brands,,DGMC Parts,spare parts,France,Yerres,"4 Route de Muzillac, 56190 Billiers, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
American Brands,,"Diversion Motors, LLC",service,United States,Manitowoc,"4402 Custer St, Manitowoc, WI 54220, USA",MTW,Manitowoc,1869.0,6376.0,641.0,1228.0,254.0,3097.0
American Brands,,Doc Stinger’s Mopar Garage,service,Austria,Wolfsberg,"Grazer Vorstadt 120a, 8570 Voitsberg, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
American Brands,,Don Nicholls Dream Machines,service,Canada,Abbotsford,"5625 Gateway Blvd NW, Edmonton, AB T6H 2H3, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
American Brands,,Drager’s Classics,service,Canada,Burlington,"1645 Walton Drive, Burlington, WA 98233, USA",BRL,Burlington,2019.0,6793.0,691.0,1328.0,273.0,3347.0
American Brands,,Dream Cars,service,Canada,Surrey,"82 Holmethorpe Avenue, Redhill, Surrey RH1 2NL, UK",TMZ,Walton-on-Thames,8091.0,19638.0,2724.0,5367.0,1077.0,13458.0
American Brands,,Dream Cruise Classics,service,United States,Clinton,"44750 Macomb Industrial Drive, Clinton Township, MI 48036, USA",CTZ,Clinton,1761.0,6075.0,605.0,1156.0,239.0,2917.0
American Brands,,Dreamers Rods & Pickups NW,spare parts,Ghana,Wa,"5701 Evergreen Way, Everett, WA 98203, USA",WZA,Wa,,,,,,
American Brands,,DT Auto Brokers,service,Spain,Salt,"3572 South 1950 West, Salt Lake City, UT 84119, USA",SLX,Salt,1798.0,6177.0,617.0,1181.0,244.0,2979.0
American Brands,,Duclos Toystore,service,Canada,Abbotsford,"1700 Boulevard le Corbusier, Laval, QC H7S 2K1, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
American Brands,,Duffy’s Classic Cars,service,United States,Cedar Rapids,"250 Classic Car Ct SW, Cedar Rapids, IA 52404, USA",CID,Cedar Rapids,2014.0,6779.0,690.0,1324.0,273.0,3338.0
American Brands,,Dynamic Motorsports,service,,,"401 North Carroll Avenue, Southlake, TX 76092, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,"Early Ford V-8 Sales, Inc.",spare parts,,,"101 Hollow Dr, Piedmont, SC 29673, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Earth MotorCars,service,United States,Carrollton,"3216 Kellway Dr, Carrollton, TX 75006, USA",DAL,Dallas,2362.0,7680.0,806.0,1556.0,319.0,3918.0
American Brands,,East Coast Classic Cars,service,United States,Cornelius,"325 E Cornelius Harnett Blvd, Lillington, NC 27546, USA",QWG,Charlotte,1833.0,6276.0,629.0,1204.0,249.0,3037.0
American Brands,,Ellingson Motorcars,service,United States,Rogers,"20950 Rogers Drive, Rogers, MN 55374, USA",ROG,Rogers,2197.0,7262.0,751.0,1446.0,297.0,3643.0
American Brands,,Epaca B.V.,service,Netherlands,Zwolle,"Nieuwe Bredase Baan 18C, 4825 BP Breda, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,"Fast Lane Classic Cars, Inc",service,United States,Saint Charles,"427 Little Hills Industrial Boulevard, Saint Charles, MO 63301, USA",CWF,Saint Charles,,,,,,
American Brands,,Fast’n Classic SAS,service,France,Yerres,"3522 D7N Le Pilon d'Agel, 13550 Noves, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
American Brands,,Fleming’s Ultimate Garage,service,United States,Rockville,"660 Lofstrand Ln, Rockville, MD 20850, USA",PKE,Takoma Park,7253.0,17960.0,2443.0,4810.0,966.0,12063.0
American Brands,,Flintholm Cars,service,Denmark,Viborg,"Avnhøjvej 2, 6600 Vejen, Denmark",BRE,Bremen,578.0,2148.0,211.0,368.0,83.0,946.0
American Brands,,Frank’s Car Barn,service,United States,Houston,"8915 Jackrabbit Rd, Houston, TX 77095, USA",EFD,Houston,2387.0,7745.0,814.0,1573.0,322.0,3960.0
American Brands,,Fusick Automotive Products Inc.,spare parts,Canada,Windsor,"21 Thompson Road, East Windsor, CT 06088, USA",YQG,Windsor,1773.0,6108.0,609.0,1164.0,241.0,2937.0
American Brands,,Future Classics,service,United States,Lakewood,"1200 Ocean Ave, Lakewood, NJ 08701, USA",APA,Denver,2433.0,7862.0,830.0,1603.0,328.0,4036.0
American Brands,,Garage Hot Antique,service,Canada,Abbotsford,"855 Boulevard des Laurentides, Saint-Jérôme, QC J7Z 4M9, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
American Brands,,Garage Kept Motors LLC,service,United States,Grand Rapids,"420 36th St SE, Grand Rapids, MI 49548, USA",GPZ,Grand Rapids,1966.0,6645.0,673.0,1292.0,266.0,3258.0
American Brands,,Garage Schmidli Züri,service,Switzerland,Zürich,"Grubenstrasse 32, 8045 Zürich, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
American Brands,,Gary Miller’s Classic Auto,service,United States,El Paso,"100 Classic Auto Lane, El Paso, IL 61738, USA",BIF,El Paso,1878.0,6402.0,644.0,1234.0,255.0,3112.0
American Brands,,Gatran Garage,service,Germany,Zwickau,"Siemensstraße 7, 71299 Wimsheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Gem City Classic Cars,service,,,"3042 East River Road, Moraine, OH 45439, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Glen Weeks Classic Cars,service,United States,Frankfort,"14296 IL-149, West Frankfort, IL 62896, USA",FFT,Frankfort,1895.0,6447.0,650.0,1245.0,257.0,3140.0
American Brands,,GM Down Under,service,Australia,Whyalla,"11 Armitage Street, Woorim QLD 4507, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
American Brands,,Golden Classics of Clearwater Florida,service,United States,Clearwater,"1916 Calumet St, Clearwater, FL 33765, USA",CLW,Clearwater,1911.0,6492.0,655.0,1256.0,259.0,3167.0
American Brands,,Gulfstream Motorsports,service,United States,Largo,"PO Box 2142, Largo, FL 33779, USA",MLZ,Largo,2975.0,9234.0,1011.0,1964.0,400.0,4939.0
American Brands,,Hackys US Car Service,service,Germany,Zwickau,"Auf der Beune 71, 64839 Münster, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Hanksters Hot Rods & Muscle Cars,service,,,"2907 U.S. 119, Homer City, PA 15748, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Hansen Group,spare parts,Sweden,Umeå,"Kälvestavägen 110, 163 54 Spånga, Sweden",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
American Brands,,Happy Daze Classic Cars,service,United States,Fond du Lac,"257 Morris Ct, Fond du Lac, WI 54935, USA",ZFD,Fond du Lac,2041.0,6854.0,699.0,1342.0,276.0,3383.0
American Brands,,Hendrick Performance,service,United States,Charlotte,"4400 Papa Joe Hendrick Blvd, Charlotte, NC 28262, USA",QWG,Charlotte,1833.0,6276.0,629.0,1204.0,249.0,3037.0
American Brands,,Henri’s Classics,service,Belgium,Zwijndrecht,"Nieuwpoortsesteenweg 130, 8470 Gistel, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,High-Line Motor Sports,service,United States,Brea,"420 W Lambert Rd # A, Brea, CA 92821, USA",TTC,Brea,3133.0,9634.0,1064.0,2069.0,421.0,5202.0
American Brands,,Hillbank Motor Corporation,service,United Kingdom,Irvine,"1 Whatney, Irvine, CA 92618, USA",OAG,Orange,7297.0,18048.0,2458.0,4839.0,972.0,12136.0
American Brands,,Hip Rides,service,United States,Charlotte,"6215 Charlotte Pike, Nashville, TN 37209, USA",QWG,Charlotte,1833.0,6276.0,629.0,1204.0,249.0,3037.0
American Brands,,Hollywood Motors,service,United States,Sunrise,"659 Sunrise Hwy, West Babylon, NY 11704, USA",FXE,Fort Lauderdale,1986.0,6702.0,680.0,1306.0,269.0,3292.0
American Brands,,Holsman’s Classic Cars,service,United States,Kansas City,"11610 Grandview Rd, Kansas City, MO 64137, USA",MCI,Kansas City,2149.0,7142.0,735.0,1415.0,291.0,3564.0
American Brands,,Iconic American Imports,service,Australia,Whyalla,"9/29 Packer Rd, Baringa QLD 4551, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
American Brands,,Idaho Classics Cars,service,,,"13 West Idaho Avenue, Homedale, ID 83628, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,Jack’s Auto Sales Inc,service,United Kingdom,Winchester,"333 Weems Lane, Winchester, VA 22601, USA",WGO,Winchester,1687.0,5869.0,580.0,1107.0,229.0,2794.0
American Brands,,Jambroes B.V.,spare parts,Netherlands,Zwolle,"Tweede Kruisweg 2, 3291 Mookhoek, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,Janita’s Classic Cars,service,Netherlands,Zwolle,"Rechte Zandweg 5, 3319 GN Dordrecht, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,Jensen Dealerships,service,United States,Sioux City,"3909 Stadium Dr, Sioux City, IA 51106, USA",SUX,Sioux City,2130.0,7093.0,728.0,1401.0,288.0,3531.0
American Brands,,Joe’s Golden Gasoline Classic Imports,service,Australia,Whyalla,"692-696 Port Wakefield Rd, Parafield Gardens SA 5107, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
American Brands,,"John Kufleitner’s Galleria of Vintage, Classic and Pristine Cars",service,India,Salem,"13134 Salem-Alliance Road, Salem, OH 44460, USA",SLO,Salem,1999.0,6739.0,685.0,1315.0,271.0,3314.0
American Brands,,Jonesy’s Garage,service,Bermuda,Hamilton,"1 Newton Place, Frankton, Hamilton 3204, New Zealand",HAB,Hamilton,2059.0,6905.0,705.0,1355.0,279.0,3414.0
American Brands,,KC Classic Auto,service,United States,Lenexa,"10101 Lackman Road, Lenexa, KS 66215, USA",MCI,Kansas City,2149.0,7142.0,735.0,1415.0,291.0,3564.0
American Brands,,KC Classic Cars,service,United States,Kansas City,"8201 East 23 Street, Kansas City, MO 64129, USA",MCI,Kansas City,2149.0,7142.0,735.0,1415.0,291.0,3564.0
American Brands,,Kelly’s Muscle Cars,service,Uruguay,Young,"135 S Young St, Follett, TX 79034, USA",NGA,Young,7277.0,18008.0,2451.0,4826.0,970.0,12103.0
American Brands,,Kinion Auto Sales and Service,service,,,"100 Industrial Park Dr, Clarence, IA 52216, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,KM Classics,service,Germany,Zwickau,"Langenfelder Str. 150, Hitdorf 51371 Leverkusen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Kool And The Cars,service,France,Yerres,"9 Rue des Artisans, 40230 Saint-Geours-de-Maremne, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
American Brands,,KTS American Parts GmbH,spare parts,Germany,Zwickau,"Nordring 10, 25474 Bönningstedt, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Kuyoth’s Klassics,service,Canada,Stratford,"212710 WI-97, Stratford, WI 54484, USA",WAZ,Warwick,7261.0,17977.0,2446.0,4815.0,968.0,12076.0
American Brands,,LaFontaine Classic Cars,service,United States,Milford,"211 S Main St, Milford, MI 48381, USA",MLF,Milford,2687.0,8505.0,915.0,1773.0,362.0,4460.0
American Brands,,Legendary Auto Interiors,spare parts,United States,Newark,"121 W Shore Blvd, Newark, NY 14513, USA",EWR,Newark,1356.0,5482.0,467.0,889.0,181.0,2245.0
American Brands,,Lizard Garage,service,France,Yerres,"28 Impasse de l'Oratoire, 74330 Sillingy, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
American Brands,,LMC Truck,spare parts,United States,Lenexa,"15450 W 108th St, Lenexa, KS 66219, USA",MCI,Kansas City,2149.0,7142.0,735.0,1415.0,291.0,3564.0
American Brands,,Lone Star Muscle Cars,service,United States,Seymour,"7592 Seymour Hwy, Wichita Falls, TX 76310, USA",GPS,Seymour,3013.0,9331.0,1024.0,1989.0,405.0,5002.0
American Brands,,Lost & Found Classic Car Co.,service,Canada,Vernon,"1200 W Division St, Mount Vernon, WA 98273, USA",YVE,Vernon,2513.0,8063.0,856.0,1656.0,339.0,4169.0
American Brands,,LRA Auto Sales,service,United Kingdom,Bristol,"3114 Veterans Highway, Bristol, PA 19007, USA",BRS,Bristol,430.0,1540.0,163.0,267.0,64.0,697.0
American Brands,,Madness US,service,France,Yerres,"11 Rue du Poulgot, 44740 Batz-sur-Mer, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
American Brands,,Maple Motors,service,United States,Hendersonville,"829 West Main Street, Hendersonville, TN 37075, USA",GLH,Greenville,2164.0,7180.0,740.0,1424.0,293.0,3588.0
American Brands,,MattzGarage Speedshop,service,Austria,Wolfsberg,"Gewerbestraße 1/5, 2232 Aderklaa, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
American Brands,,MBP Motorcars,service,,,"285 Walnut St, Owensville, OH 45160, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,MCS Classic Cars,service,Netherlands,Zwolle,"Van Markenstraat 12, 2941 BX Lekkerkerk, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,MGM Classic Cars,service,United States,Addison,"150 S Church St, Addison, IL 60101, USA",ADS,Addison,2361.0,7679.0,806.0,1556.0,319.0,3917.0
American Brands,,Mike’s Classic Cars,service,,,"9701 North 204th Street, Elkhorn, NE 68022, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
American Brands,,MKO V8,service,Germany,Zwickau,"Schönfelder Straße 16a, 53819 Neunkirchen-Seelscheid, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Moorhouse Muscle Cars,service,United Kingdom,Christchurch,"527 Moorhouse Avenue, Waltham, Christchurch 8011, New Zealand",CHC,Christchurch,8044.0,19544.0,2708.0,5336.0,1071.0,13380.0
American Brands,,Moparshop,service,Germany,Zwickau,"Otto-Hahn-Straße 10, 59399 Olfen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Morrison Motor Co Inc,service,United States,Concord,"1170 Old Charlotte Rd SW, Concord, NC 28027, USA",USA,Concord,1965.0,6643.0,673.0,1292.0,266.0,3257.0
American Brands,,Motor City Classic Cars,service,United States,Vero Beach,"4910 42nd Place, Vero Beach, FL 32967, USA",VRB,Vero Beach,1963.0,6639.0,673.0,1291.0,266.0,3254.0
American Brands,,Movie Cars Classics,service,Netherlands,Zwolle,"Besterdstraat 9, 5051 HH Goirle, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,Muscle Car Sales,service,Australia,Whyalla,"134 Beaconsfield Street, Revesby NSW 2212, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
American Brands,,Muscle Car Warehouse,service,Australia,Whyalla,"110 Rocky Point Road, Kogarah NSW 2217, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
American Brands,,National Parts Depot,spare parts,United States,Ocala,"900 SW 38th Ave, Ocala, FL 34474, USA",OCF,Ocala,1987.0,6705.0,681.0,1307.0,269.0,3294.0
American Brands,,Neutel Trading,service,Netherlands,Zwolle,"Parallelweg 21a, 7782 PD De Krim, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,No Reserve Classics,service,United States,Green,"The Barn, Green Brook, NJ 08812, USA",RVR,Green,2598.0,8279.0,885.0,1713.0,350.0,4311.0
American Brands,,North Shore Classics,service,United States,Seymour,"149 N Seymour Ave, Mundelein, IL 60060, USA",GPS,Seymour,3013.0,9331.0,1024.0,1989.0,405.0,5002.0
American Brands,,Northwest Corner Classic Cars,service,United States,Lakeville,"438 Lime Rock Rd, Lakeville, CT 06039, USA",FAM,Farmington,2053.0,6889.0,703.0,1351.0,278.0,3404.0
American Brands,,NR Classic Car Collection,service,Germany,Zwickau,"Im Fuchshau 24, 73635 Rudersberg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
American Brands,,Old Brock Muscle & Classic Car Sales,service,Canada,Abbotsford,"344 Old Brock Road, Dundas, ON L9H 5H6, Canada",YXX,Abbotsford,2611.0,8311.0,889.0,1722.0,352.0,4333.0
American Brands,,Old Forge Motorcars,service,United States,Lansdale,"1101 N Broad St, Lansdale, PA 19446, USA",TTN,Philadelphia,1575.0,5557.0,542.0,1033.0,215.0,2608.0
American Brands,,Old Is New Again Inc.,service,Belgium,Waterloo,"165 Lexington Ct, Waterloo, ON N2J 4R3, Canada",WLO,Waterloo,5957.0,15366.0,2009.0,3948.0,795.0,9905.0
American Brands,,Old School Products,spare parts,Netherlands,Zwolle,"Veenwaterweg 2, 3881 RM Putten, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,,Old Skool Garage,service,Austria,Wolfsberg,"Zerlach 73, 8082 Kirchbach, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
