Category,Version,Supplier,Supplier_type,Country,City,Address,IATA,City_airport,climate_impact_kg_co2,flight_distance_km,co2_emissions_kg,climate_impact_of_contrails_ozone_formation_etc_kg,Fuel_consumption_l,total_climate_impact
American Brands,9.0,Catalina USA Parts BV,spare parts,Netherlands,Zwolle,"Tolhuisweg 14, 6071 RG Swalmen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Pontiac,,Ames Performance,spare parts,United Kingdom,Chesterfield,"10 Pontiac Dr, Spofford, Chesterfield, NH 03462, USA",YCS,Chesterfield,1690.0,5877.0,581.0,1109.0,230.0,2799.0
Pontiac,,"Custom Classic GTO, Inc.",service,,,"4387 Swamp Road, Doylestown, PA 18902, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Pontiac,,Early 911S,service,Germany,Zwickau,"Westring 416-418, 42329 Wuppertal, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Pontiac,,New GTO,service,United Kingdom,Stafford,"14 River Road, Stafford Springs, CT 06076, USA",YZX,Greenwood,1243.0,4633.0,431.0,812.0,171.0,2055.0
Porsche,,Arno Wienands Porsche 914 Parts,spare parts,Netherlands,Zwolle,"Kanaaldijk 92 c, 6956 AX Spankeren, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
American Brands,2.0,Heideveld Classics,service,Netherlands,Zwolle,"Nervistraat 18, 8013 RS Zwolle, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Kroon Wire Harnesses B.V.,spare parts,Netherlands,Zwolle,"A. Plesmanlaan 9, 9615 TJ Kolham, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Aston Martin,7.0,Maidstone Sports Cars,service,United Kingdom,Ashford,"The Oast House, Great Tong Farm, Ashford TN27 9PP, UK",LYX,Ashford,449.0,1618.0,169.0,280.0,67.0,729.0
Porsche,,11erEcke GmbH & Co. KG,service,Germany,Zwickau,"Sperbersloher Str. 120-122, 90530 Wendelstein, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,356 Classic Parts GmbH,spare parts,Germany,Zwickau,"Hartmanns Au 12, 66119 Saarbrücken, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,356 Devotion,spare parts,United States,Burbank,"1853 N Victory Pl, Burbank, CA 91504, USA",BUR,Burbank,2951.0,9175.0,1003.0,1948.0,397.0,4899.0
Porsche,,356 Service Udo Scharf,service,Germany,Zwickau,"Norrenbergstraße 69, 42289 Wuppertal, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,9 und 11 Werkstatt für Sportwagen,service,Germany,Zwickau,"Siebengebirgsblick 15, 53343 Wachtberg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,901 Classic,service,Germany,Zwickau,"Im Schützengrund 67, 56566 Neuwied, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,911 Design,service,Brazil,Moreno,"5505 Moreno Street, Montclair, CA 91763, USA",PMQ,Moreno,3958.0,11362.0,1340.0,2618.0,530.0,6576.0
Porsche,,911er Macher,service,Germany,Zwickau,"Hans-Mangold-Straße 17, 90768 Fürth, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,914 Limited,service,United States,East Peoria,"1162 N Byerly Hills Dr, East Peoria, IL 61611, USA",PIA,East Peoria,1982.0,6691.0,679.0,1303.0,269.0,3285.0
Porsche,,9Classics,service,Netherlands,Zwolle,"Berkelse Poort 87, 2651 JX Berkel en Rodenrijs, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,A & P Sportmotoren GmbH,service,Germany,Zwickau,"Junkersring 18-22, 76344 Eggenstein-Karlsruhe, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Aarts Autoservice,service,Netherlands,Zwolle,"Ommelsveld 21, 5721 VT Asten, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Aase Sales,spare parts,,,"5064 Red Bank Rd, Galena, Ohio 43021, USA",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,Adr Motorsport Sas di A.Dazzan & C.,service,Italy,Vittoria,"Via Nobel, 4, 30025 Villanova Sant'Antonio, VE, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Porsche,,Air Cooled Classics﻿ Porsche,service,United States,Lexington,"10402 Lexington Dr, Knoxville, TN 37932, USA",LXN,Lexington,2261.0,7425.0,772.0,1489.0,305.0,3750.0
Porsche,,Aircooled by Plank Srl,spare parts,Italy,Vittoria,"Via Julius Durst, 44, 39042 Bressanone, Province of Bolzano - South Tyrol, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Porsche,,Alte 11er Garage GmbH,service,Switzerland,Zürich,"Mühlestrasse 2j, 9100 Herisau, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Porsche,,Ande Votteler 356 & 911,service,Germany,Zwickau,"Schalksburgstraße 2, 72336 Balingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,AP Car Design,service,Germany,Zwickau,"Rudolf-Wissell-Straße 4, 37079 Göttingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Art Restoration Garage,service,France,Yerres,"8 Rue Joseph Graff, 67810 Holtzheim, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Astara,service,Netherlands,Zwolle,"Kalanderstraat 6a, 7461 JM Rijssen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Atelier Gobin,service,France,Yerres,"50 Rue Robert Schuman, 86170 Neuville-de-Poitou, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Atelier Sport-Classic,service,Belgium,Zwijndrecht,"Valerius De Saedeleerstraat 99, 9300 Aalst, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,ATG Autotechnik Gruber Motorsport,service,Austria,Wolfsberg,"Kaiserbach 1, 6330 Ebbs, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,Auer-Automobile,service,Germany,Zwickau,"Eschenauer Str. 58, 74626 Bretzfeld, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,August Porsche Addiction,service,Belgium,Zwijndrecht,"Route de Genval 15, 1380 Ohain, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Auto Ahrens,service,Germany,Zwickau,"Am Kiekenbusch 11, 47269 Duisburg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Auto Asmissen,service,Germany,Zwickau,"Sternberger Str. 11, 32699 Extertal, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Auto Atlanta,spare parts,United States,Marietta,"505 South Marietta Pkwy SE, Marietta, GA 30060, USA",MGE,Marietta,1962.0,6635.0,672.0,1290.0,266.0,3252.0
Porsche,,Auto Feyrer Classic,service,Germany,Zwickau,"Rieder Straße 30, 82211 Herrsching am Ammersee, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Auto Stoye GmbH,service,Germany,Zwickau,"Körnerstraße 86, 58095 Hagen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Autobedrijf Molenaar Zandvoort,service,Netherlands,Zwolle,"Kochstraat 10, 2041 CE Zandvoort, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Autoboutique GmbH,service,Germany,Zwickau,"Zum Grenzgraben 41, 76698 Ubstadt-Weiher, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Autofarm 1973 Ltd,service,Canada,Langford,"Langford Ln, Wendlebury, Bicester, Oxfordshire OX25 2NS, UK",MYV,Marysville,2890.0,9018.0,982.0,1907.0,389.0,4797.0
Porsche,,Autofficina Cantù Restauri s.n.c.,service,Italy,Vittoria,"Via Ginevrina Fossano 37, 22063 Cantù, Province of Como, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Porsche,,Autohaus Hamilton,service,Australia,Whyalla,"4/358 Eastern Valley Way, Chatswood NSW 2067, Australia",WYA,Whyalla,6789.0,17032.0,2288.0,4501.0,905.0,11290.0
Porsche,,Autohaus Stefan GmbH,service,Austria,Baden,"Flugstraße 3, 76532 Baden-Baden, Germany",FKB,Baden,499.0,1820.0,185.0,314.0,73.0,813.0
Porsche,,Automobielbedrijf Wolfs,service,Netherlands,Zwolle,"Zoerbeemden 6, 6245 LR Eijsden, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Automobilservice Küke,service,Belgium,Essen,"Unterdorfstraße 27, 45143 Essen, Germany",ESS,Essen,527.0,1936.0,194.0,333.0,77.0,860.0
Porsche,,Autostrada Sport GmbH,service,Germany,Zwickau,"Neumühlen 3, 22763 Hamburg, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Autowerkstatt Ludescher GmbH,service,Germany,Zwickau,"Käthe-Paulus-Straße 8, 88074 Meckenbeuren, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Bart Classics,service,Netherlands,Zwolle,"Voskuilenweg 125, 6416 AJ Heerlen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Blankemeijer Automobielrenovatie,service,Netherlands,Zwolle,"Hofwegen 37, 2971 XB Bleskensgraaf, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Boxer Motor & klassische Automobile GmbH,service,Germany,Zwickau,"Robert-Koch-Straße 7, 72359 Dotternhausen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Brack Autogarage 356,service,Switzerland,Zürich,"Porsche Zentrum Zürich, Dufourstrasse, Zürich, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Porsche,,Braunton Engineering,service,,,"Exeter Road, Braunton, Devon EX33 2JP, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,BS Motorsport / Neil Bainbridge Engineering,service,United Kingdom,Aylesbury,"Building 421,Westcott Venture Park, Westcott, Aylesbury HP18 0XB, UK",OXF,Oxford,449.0,1619.0,169.0,280.0,67.0,729.0
Porsche,,Buschner KFZ-Meisterbetrieb,service,Germany,Zwickau,"Kriegsbergstraße 5, 71336 Waiblingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,C. Tanner Porsche 356 Service,service,Switzerland,Zürich,"Biessenhofen, 8580 Amriswil, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Porsche,,Canford Classics Ltd,service,Canada,Kingston,"The Old Hay Barn, North West Farm Buildings, Winterborne Kingston DT11 9AT, UK",KIN,Kingston,2062.0,6912.0,706.0,1356.0,279.0,3418.0
Porsche,,CarBone,spare parts,Poland,Żyrardów,"Obywatelska 108, 94-104 Łódź, Poland",NAD,Dvůr Králové nad Labem,2170.0,7194.0,742.0,1428.0,293.0,3598.0
Porsche,,Carlo van Krey BV,service,Netherlands,Zwolle,"Galliërsweg 55, 5342 PN Oss, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,CarPoint GmbH,spare parts,Germany,Zwickau,"Hohleichweg 16, 76189 Karlsruhe, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Carrera Classic,service,Finland,Ylöjärvi,"66100 Maalahti, Finland",UME,Umeå,885.0,3444.0,312.0,573.0,123.0,1458.0
Porsche,,Cartronic-Motorsport Ing. GmbH,service,Germany,Zwickau,"Poststraße 2, 51643 Gummersbach, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Classic 9 Leather Shop by HOF Designs,spare parts,United States,Dearborn,"2801 South Beech Daly Street, Dearborn Heights, MI 48125, USA",CGF,Cleveland,1743.0,6026.0,599.0,1145.0,237.0,2888.0
Porsche,,Classic 911 South Africa,service,United States,Woodland,"4 Woodland Hills Road, Woodlands Hills Wildlife Estate, 9300 Bloemfontein South Africa",AFA,San Rafael,3399.0,10243.0,1153.0,2246.0,456.0,5645.0
Porsche,,Classic Autostore,service,Belarus,Brest,"175 Rue de Gouesnou, 29200 Brest, France",BES,Brest,344.0,1192.0,135.0,208.0,53.0,552.0
Porsche,,Classic Boxers,service,Germany,Zwickau,"Schimmelbuschstraße 5, 40699 Erkrath, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Classic Cars Merkel,service,Germany,Zwickau,"Spaichinger Weg 7, 78583 Böttingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Classic-Power GmbH,service,Germany,Zwickau,"Dürrwiesen 5, Haubersbronn 73614 Schorndorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Collector Car Garage,service,Philippines,Cordova,"2650 Mercantile Dr suite a, Rancho Cordova, CA 95742, USA",CKU,Cordova,2618.0,8330.0,892.0,1726.0,353.0,4344.0
Porsche,,Collector Sportscars,service,Belgium,Zwijndrecht,"Hollandseschuurstraat 1, 8953 Heuvelland, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Corato Authentic Porsche Restoration,service,Italy,Vittoria,"Via dei Mille, 86, 36100 Vicenza, VI, Italy",BAR,Bar,6055.0,15562.0,2042.0,4013.0,808.0,10068.0
Porsche,,CP – Motorsport,service,Germany,Zwickau,"Albershäuser Straße 3, 73066 Uhingen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,CPR Classic,service,United States,Fallbrook,"311 Industrial Way, Fallbrook, CA 92028, USA",CNM,Carlsbad,2601.0,8285.0,886.0,1715.0,350.0,4316.0
Porsche,,Cuntz Autoservice,service,Germany,Zwickau,"Oskar-Sembach-Ring 28, 91207 Lauf a.d.Pegnitz, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Das Triebwerk dtw GmbH,service,Germany,Zwickau,"Eisenwerkstraße 2, 58332 Schwelm, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Design 911,spare parts,United Kingdom,Brentwood,"51 Tallon Road, Hutton, Brentwood, Essex CM13 1TG, UK",HWD,Hayward,2946.0,9160.0,1001.0,1945.0,396.0,4891.0
Porsche,,Dietmar Zinser Autoteile,spare parts,Germany,Zwickau,"Auchtertweg 24, Glatt 72172 Sulz, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,DP Motorsport,service,Germany,Zwickau,"Zum Alten Wasserwerk 1, 51491 Overath, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Dr. Georg Konradsheim,service,Austria,Wolfsberg,"Ortsstraße 13a, 2331 Vösendorf, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,dreikommazwei GmbH,service,Germany,Zwickau,"Johann-Schmidt-Straße 11, 86899 Landsberg am Lech, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Dumont’s LLC,service,United States,Oklahoma City,"712 W California Ave, Oklahoma City, OK 73102, USA",OKC,Oklahoma City,2324.0,7586.0,793.0,1531.0,314.0,3855.0
Porsche,,Dutt Motorsport,service,Germany,Zwickau,"Mühlstraße 7, 70469 Stuttgart, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Ecurie Vienne,service,Austria,Wolfsberg,"Kolpingstraße 20, 1230 Wien, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,Elevenparts AG,spare parts,Switzerland,Zürich,"Bärenbohlstrasse 35, 8046 Zürich, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Porsche,,Elfer Porsche Classics,service,Netherlands,Zwolle,"James Wattstraat 20, 6902 PR Zevenaar, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Elfer Sportwagen GmbH,service,Germany,Zwickau,"Neuer Zollhof 3, 40221 Düsseldorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Elfermotors Sportwagenservice,service,Germany,Zwickau,"Industriestraße 37, 71711 Steinheim an der Murr, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Elferprofis,service,Germany,Zwickau,"Korntaler Landstraße 84, Weilimdorf 70499 Stuttgart, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Elferteileshop,spare parts,Germany,Zwickau,"Carl-Kreul-Straße 7, 91352 Hallerndorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Erpa Trading,service,Netherlands,Zwolle,"Korte Brouwersstraat 28, 6658 AC Beneden-Leeuwen, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Essenz,service,Netherlands,Zwolle,"Beneluxstraat 16, 5061 KE Oisterwijk, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,European Collectibles,service,United States,Mesa,"1665 Babcock Street, Costa Mesa, CA 92627, USA",AZA,Mesa,1255.0,4667.0,435.0,820.0,172.0,2075.0
Porsche,,Export 56,service,United Kingdom,Bedford,"Farm Units, University Way, Cranfield, Wharley End, Bedford MK43 0AW, UK",BFR,Bedford,1927.0,6538.0,660.0,1267.0,261.0,3194.0
Porsche,,Fach Auto Tech,service,Switzerland,Zürich,"Erlistrasse 1, 6417 Sattel, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Porsche,,Fine Classic Cars GmbH,service,Germany,Zwickau,"Feldchenweg 15, 53332 Bornheim, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Fischer Oldtimer,service,Germany,Zwickau,"Borsigstraße 9, 51381 Leverkusen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Freie Porsche Werkstatt Steffen Bischoff,service,Germany,Zwickau,"Schwieberdinger Str. 12a, 71665 Vaihingen an der Enz, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Freisinger Motorsport,service,Germany,Zwickau,"Printzstraße 7-9a, 76139 Karlsruhe, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Gantspeed Engineering Limited,service,United Kingdom,Boston,"Chapel Lane, Mareham-le-Fen, Boston, Lincolnshire PE22 7PZ, UK",BOS,Boston,1440.0,5180.0,497.0,943.0,197.0,2383.0
Porsche,,Garage Flat’s 81,service,France,Yerres,"Lieu dit Bouboule, Route de Castres, 81220 Teyssode, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Garage van den Berg,service,Netherlands,Zwolle,"Dijkgraafweg 4A, 7336 AT Apeldoorn, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Gaswerks Garage,service,United States,Paramus,"401 Route 17 South, Paramus, NJ 07652, USA",CFT,Clifton,2730.0,8613.0,929.0,1801.0,367.0,4531.0
Porsche,,Gerhard Bencze KFZ-Fachwerkstatt,service,Austria,Wolfsberg,"Am Hörmbach 30, 2500 Baden bei Wien, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,Getriebetechnik Patutschnick,spare parts,Germany,Zwickau,"Hattersdorf 10, 96145 Seßlach, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Glinicke Classic Cars GmbH,service,Germany,Zwickau,"Ochshäuser Straße 37, 34123 Kassel, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Grand Classic,service,Germany,Zwickau,"August-Bebel-Straße 10-12, 18055 Rostock, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Greatworth Classics,service,United Kingdom,Banbury,"Greatworth Park, Welsh Ln, Greatworth, Banbury OX17 2HB, UK",WAZ,Warwick,7261.0,17977.0,2446.0,4815.0,968.0,12076.0
Porsche,,Haaglanden Motorsport,service,Netherlands,Zwolle,"Gildeweg 10, 2632 BA Nootdorp, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Harald Hackenberg Restaurierungen,service,Germany,Zwickau,"Maybachstraße 10, 51381 Leverkusen, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Hartmann + Köster GmbH & Co. KG,service,Germany,Zwickau,"Am Stadtholz 24-26, 33609 Bielefeld, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Hermann Rüttger GmbH,service,Germany,Zwickau,"Pleutersbacher Straße 30, 69412 Eberbach, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Hess Automobile 914er Teile.de,spare parts,Germany,Zwickau,"Leberbach 11, 64658 Fürth, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Hillcrest Specialist Cars,service,,,"White House Garage, High Street, Nettlebed, Henley-on-Thames RG9 5DB, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,Historika Classic Porsche,service,,,"Cockfield Hall Ln, Ipswich IP6 9JB, UK",NNG,,3584.0,10614.0,1215.0,2369.0,481.0,5953.0
Porsche,,HS-Tuning & Classics,service,Switzerland,Zürich,"Brühlstrasse 35, 5313 Klingnau, Switzerland",ZRH,Zürich,427.0,1770.0,158.0,269.0,45.0,696.0
Porsche,,Huisman Autotechniek,service,Netherlands,Zwolle,"Molenberg 24, 7364 BT Lieren, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Jaz Porsche,service,Australia,St Albans,"North Orbital Commercial Park, 18 Napsbury Ln, St Albans AL1 1XB, UK",STS,St Albans,2938.0,9140.0,999.0,1939.0,395.0,4877.0
Porsche,,JDSPorsche,spare parts,United States,Kent,"21 The Hawthorns, Aylesford, Kent ME20 7LJ, UK",XCM,Kent,1750.0,6043.0,601.0,1149.0,238.0,2899.0
Porsche,,Jean Buser,spare parts,France,Yerres,"5 Rue Marcel Paul, 95870 Bezons, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Jela Classics,service,Belgium,Zwijndrecht,"Breeërsteenweg 338, 3640 Kinrooi, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Jens Hatje Freier Kfz-Meisterbetrieb,service,Germany,Zwickau,"Ritscherstraße 28, 21244 Buchholz, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Jet Set Cars,service,France,Yerres,"5 Rue du Rempart de la Streng, 68150 Ribeauvillé, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Joma Parts NV,spare parts,Belgium,Zwijndrecht,"Gefusilleerdenlaan 29, 9600 Ronse, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,JZM Porsche,service,Canada,Langley,"Unit 1, Langley Wharf, Railway Terrace, Kings Langley WD4 8JE, UK",YLY,Langley,2617.0,8327.0,891.0,1726.0,353.0,4343.0
Porsche,,Karmann Konnection,spare parts,Argentina,Victoria,"289 Victoria Avenue, Southend-on-Sea SS2 6NE, UK",YWH,Victoria,2655.0,8423.0,904.0,1751.0,358.0,4406.0
Porsche,,Klassik Kontor Düsseldorf,service,Germany,Zwickau,"Niedenstraße 137, 40721 Hilden, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Krage Auto GmbH,service,Germany,Zwickau,"Richardstr. 95, 12043 Berlin, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Krämer Sportwagen Service GmbH,service,Germany,Zwickau,"Ziegelstraße 65, 88267 Vogt, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Kremer Racing,service,Germany,Zwickau,"Von-Hünefeld-Straße 13, 50829 Köln-Ossendorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,L&G Garage,service,France,Yerres,"4 Rue de la Praya, 33950 Lège-Cap-Ferret, France",AVO,Avon,1998.0,6735.0,684.0,1314.0,271.0,3312.0
Porsche,,Lager 11,spare parts,Germany,Zwickau,"Hauptstraße 11-13, 67136 Maxdorf, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Lammertink,service,Netherlands,Zwolle,"Vonderweg 33A, 7468 DC Enter, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Latem Motors,service,Belgium,Zwijndrecht,"Biebuyckstraat 15d1, Nevele 9850 Deinze, Belgium",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Longhoods Porsches,service,Netherlands,Zwolle,"A. Plesmanlaan 22, 9615 TH Kolham, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,M. Barbach Porsche Manufactur GmbH,service,Austria,Wolfsberg,"Etrichstraße 28-30, 2542 Kottingbrunn, Austria",VCE,Venice,503.0,1964.0,185.0,318.0,73.0,821.0
Porsche,,Maxted-Page Ltd,service,United States,Essex,"PO Box 7039, Halstead, Essex CO9 2WL, UK",CDW,Essex,1552.0,5492.0,535.0,1017.0,211.0,2569.0
Porsche,,MC Classics,service,Germany,Zwickau,"Hauptstraße 47, 74360 Ilsfeld, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,MH Automobielen,service,Netherlands,Zwolle,"Havenstraat 12, 9321 DA Peize, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,Mittelmotor GmbH,spare parts,Germany,Zwickau,"Werner Hellweg 27, 44803 Bochum, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Motorlegenden,service,Germany,Zwickau,"Dießener Str. 29, 86919 Utting, Germany",HOF,Hof,1623.0,5691.0,559.0,1065.0,221.0,2688.0
Porsche,,Motron,service,Netherlands,Zwolle,"Industrieweg 13, 6871 KA Renkum, Netherlands",HLM,Holland,1850.0,6322.0,634.0,1215.0,251.0,3065.0
Porsche,,MS Supercars,service,Argentina,Lincoln,"Gateway Court, 5 Dankerwood Rd, South Hykeham, Lincoln LN6 9UL, UK",LNK,Lincoln,2174.0,7205.0,743.0,1431.0,294.0,3605.0
